timestamp,site,generation_w,consumption_w,grid_import_w,grid_export_w,battery_soc_pct,generation_kwh,consumption_kwh,grid_import_kwh,grid_export_kwh
2026-09-03T15:10:00+12:00,Muriwai 5kW + Batteries,1432,290,0,1141,,0.11931,0.02419,0.0,0.09511
2026-09-03T15:15:00+12:00,Muriwai 5kW + Batteries,1356,305,0,1051,,0.11296,0.0254,0.0,0.08756
2026-09-03T15:20:00+12:00,Muriwai 5kW + Batteries,1317,292,0,1024,,0.10972,0.02437,0.0,0.08535
2026-09-03T15:25:00+12:00,Muriwai 5kW + Batteries,1327,359,0,968,,0.11062,0.02992,0.0,0.0807
2026-09-03T15:30:00+12:00,Muriwai 5kW + Batteries,1282,365,0,918,,0.10687,0.03038,0.0,0.07649
2026-09-03T15:35:00+12:00,Muriwai 5kW + Batteries,1295,317,0,978,,0.10788,0.02638,0.0,0.0815
2026-09-03T15:40:00+12:00,Muriwai 5kW + Batteries,1329,354,0,975,,0.11075,0.02952,0.0,0.08123
2026-09-03T15:45:00+12:00,Muriwai 5kW + Batteries,1314,367,0,947,,0.10947,0.03058,0.0,0.07889
2026-09-03T15:50:00+12:00,Muriwai 5kW + Batteries,1171,399,0,772,,0.09757,0.03322,0.0,0.06435
2026-09-03T15:55:00+12:00,Muriwai 5kW + Batteries,1260,386,0,874,,0.10497,0.03213,0.0,0.07283
2026-09-03T16:00:00+12:00,Muriwai 5kW + Batteries,1165,381,0,784,,0.09708,0.03176,0.0,0.06532
2026-09-03T16:05:00+12:00,Muriwai 5kW + Batteries,1169,459,0,710,,0.09744,0.03825,0.0,0.0592
2026-09-03T16:10:00+12:00,Muriwai 5kW + Batteries,1188,461,0,727,,0.09899,0.03843,0.0,0.06056
2026-09-03T16:15:00+12:00,Muriwai 5kW + Batteries,1173,472,0,701,,0.09775,0.0393,0.0,0.05845
2026-09-03T16:20:00+12:00,Muriwai 5kW + Batteries,1130,478,0,651,,0.09415,0.03986,0.0,0.05429
2026-09-03T16:25:00+12:00,Muriwai 5kW + Batteries,1018,472,0,546,,0.08484,0.03931,0.0,0.04553
2026-09-03T16:30:00+12:00,Muriwai 5kW + Batteries,996,533,0,463,,0.08302,0.04444,0.0,0.03858
2026-09-03T16:35:00+12:00,Muriwai 5kW + Batteries,958,533,0,426,,0.07985,0.04438,0.0,0.03547
2026-09-03T16:40:00+12:00,Muriwai 5kW + Batteries,975,569,0,406,,0.08121,0.04739,0.0,0.03382
2026-09-03T16:45:00+12:00,Muriwai 5kW + Batteries,970,571,0,399,,0.08083,0.04762,0.0,0.03321
2026-09-03T16:50:00+12:00,Muriwai 5kW + Batteries,891,566,0,325,,0.07426,0.04715,0.0,0.02711
2026-09-03T16:55:00+12:00,Muriwai 5kW + Batteries,966,614,0,352,,0.08047,0.05115,0.0,0.02932
2026-09-03T17:00:00+12:00,Muriwai 5kW + Batteries,887,635,0,252,,0.07391,0.05288,0.0,0.02103
2026-09-03T17:05:00+12:00,Muriwai 5kW + Batteries,890,599,0,292,,0.0742,0.04988,0.0,0.02432
2026-09-03T17:10:00+12:00,Muriwai 5kW + Batteries,877,658,0,219,,0.07308,0.05481,0.0,0.01826
2026-09-03T17:15:00+12:00,Muriwai 5kW + Batteries,798,676,0,121,,0.06647,0.05637,0.0,0.0101
2026-09-03T17:20:00+12:00,Muriwai 5kW + Batteries,760,707,0,54,,0.06337,0.05889,0.0,0.00449
2026-09-03T17:25:00+12:00,Muriwai 5kW + Batteries,772,703,0,69,,0.06436,0.0586,0.0,0.00576
2026-09-03T17:30:00+12:00,Muriwai 5kW + Batteries,692,742,50,0,,0.05767,0.06182,0.00416,0.0
2026-09-03T17:35:00+12:00,Muriwai 5kW + Batteries,686,751,65,0,,0.05716,0.06257,0.0054,0.0
2026-09-03T17:40:00+12:00,Muriwai 5kW + Batteries,628,704,75,0,,0.05235,0.05863,0.00628,0.0
2026-09-03T17:45:00+12:00,Muriwai 5kW + Batteries,609,718,109,0,,0.05077,0.05984,0.00907,0.0
2026-09-03T17:50:00+12:00,Muriwai 5kW + Batteries,595,770,175,0,,0.04957,0.06413,0.01457,0.0
2026-09-03T17:55:00+12:00,Muriwai 5kW + Batteries,569,796,227,0,,0.04742,0.06637,0.01895,0.0
2026-09-03T18:00:00+12:00,Muriwai 5kW + Batteries,578,797,219,0,,0.04817,0.06645,0.01828,0.0
2026-09-03T18:05:00+12:00,Muriwai 5kW + Batteries,508,789,280,0,,0.04237,0.06571,0.02334,0.0
2026-09-03T18:10:00+12:00,Muriwai 5kW + Batteries,499,756,256,0,,0.04162,0.06297,0.02136,0.0
2026-09-03T18:15:00+12:00,Muriwai 5kW + Batteries,458,791,333,0,,0.03814,0.06593,0.02779,0.0
2026-09-03T18:20:00+12:00,Muriwai 5kW + Batteries,441,767,325,0,,0.03679,0.0639,0.02711,0.0
2026-09-03T18:25:00+12:00,Muriwai 5kW + Batteries,436,768,332,0,,0.03634,0.06397,0.02764,0.0
2026-09-03T18:30:00+12:00,Muriwai 5kW + Batteries,394,811,417,0,,0.03287,0.0676,0.03473,0.0
2026-09-03T18:35:00+12:00,Muriwai 5kW + Batteries,365,820,455,0,,0.03041,0.06831,0.03791,0.0
2026-09-03T18:40:00+12:00,Muriwai 5kW + Batteries,336,816,480,0,,0.02803,0.06804,0.04001,0.0
2026-09-03T18:45:00+12:00,Muriwai 5kW + Batteries,290,754,464,0,,0.02419,0.06285,0.03866,0.0
2026-09-03T18:50:00+12:00,Muriwai 5kW + Batteries,287,790,503,0,,0.02389,0.06582,0.04193,0.0
2026-09-03T18:55:00+12:00,Muriwai 5kW + Batteries,261,798,537,0,,0.02177,0.06654,0.04477,0.0
2026-09-03T19:00:00+12:00,Muriwai 5kW + Batteries,229,782,552,0,,0.01911,0.06515,0.04603,0.0
2026-09-03T19:05:00+12:00,Muriwai 5kW + Batteries,207,773,565,0,,0.01727,0.06439,0.04712,0.0
2026-09-03T19:10:00+12:00,Muriwai 5kW + Batteries,179,788,610,0,,0.0149,0.06569,0.0508,0.0
2026-09-03T19:15:00+12:00,Muriwai 5kW + Batteries,160,766,607,0,,0.01332,0.06387,0.05055,0.0
2026-09-03T19:20:00+12:00,Muriwai 5kW + Batteries,141,717,576,0,,0.01172,0.05973,0.04801,0.0
2026-09-03T19:25:00+12:00,Muriwai 5kW + Batteries,110,686,577,0,,0.00915,0.0572,0.04805,0.0
2026-09-03T19:30:00+12:00,Muriwai 5kW + Batteries,94,705,611,0,,0.00785,0.05878,0.05094,0.0
2026-09-03T19:35:00+12:00,Muriwai 5kW + Batteries,72,701,628,0,,0.00602,0.05839,0.05237,0.0
2026-09-03T19:40:00+12:00,Muriwai 5kW + Batteries,55,695,640,0,,0.00457,0.05788,0.05331,0.0
2026-09-03T19:45:00+12:00,Muriwai 5kW + Batteries,40,690,650,0,,0.00331,0.05751,0.0542,0.0
2026-09-03T19:50:00+12:00,Muriwai 5kW + Batteries,24,619,595,0,,0.00201,0.05159,0.04958,0.0
2026-09-03T19:55:00+12:00,Muriwai 5kW + Batteries,9,635,626,0,,0.00076,0.05295,0.05219,0.0
2026-09-03T20:00:00+12:00,Muriwai 5kW + Batteries,0,612,612,0,,0.0,0.05097,0.05097,0.0
2026-09-03T20:05:00+12:00,Muriwai 5kW + Batteries,0,578,578,0,,0.0,0.04818,0.04818,0.0
2026-09-03T20:10:00+12:00,Muriwai 5kW + Batteries,0,564,564,0,,0.0,0.04703,0.04703,0.0
2026-09-03T20:15:00+12:00,Muriwai 5kW + Batteries,0,572,572,0,,0.0,0.04764,0.04764,0.0
2026-09-03T20:20:00+12:00,Muriwai 5kW + Batteries,0,573,573,0,,0.0,0.04778,0.04778,0.0
2026-09-03T20:25:00+12:00,Muriwai 5kW + Batteries,0,515,515,0,,0.0,0.04295,0.04295,0.0
2026-09-03T20:30:00+12:00,Muriwai 5kW + Batteries,0,497,497,0,,0.0,0.04143,0.04143,0.0
2026-09-03T20:35:00+12:00,Muriwai 5kW + Batteries,0,494,494,0,,0.0,0.04119,0.04119,0.0
2026-09-03T20:40:00+12:00,Muriwai 5kW + Batteries,0,478,478,0,,0.0,0.0398,0.0398,0.0
2026-09-03T20:45:00+12:00,Muriwai 5kW + Batteries,0,425,425,0,,0.0,0.03543,0.03543,0.0
2026-09-03T20:50:00+12:00,Muriwai 5kW + Batteries,0,445,445,0,,0.0,0.03712,0.03712,0.0
2026-09-03T20:55:00+12:00,Muriwai 5kW + Batteries,0,408,408,0,,0.0,0.03398,0.03398,0.0
2026-09-03T21:00:00+12:00,Muriwai 5kW + Batteries,0,380,380,0,,0.0,0.03167,0.03167,0.0
2026-09-03T21:05:00+12:00,Muriwai 5kW + Batteries,0,428,428,0,,0.0,0.03568,0.03568,0.0
2026-09-03T21:10:00+12:00,Muriwai 5kW + Batteries,0,383,383,0,,0.0,0.03189,0.03189,0.0
2026-09-03T21:15:00+12:00,Muriwai 5kW + Batteries,0,397,397,0,,0.0,0.03311,0.03311,0.0
2026-09-03T21:20:00+12:00,Muriwai 5kW + Batteries,0,387,387,0,,0.0,0.03223,0.03223,0.0
2026-09-03T21:25:00+12:00,Muriwai 5kW + Batteries,0,365,365,0,,0.0,0.03042,0.03042,0.0
2026-09-03T21:30:00+12:00,Muriwai 5kW + Batteries,0,325,325,0,,0.0,0.02712,0.02712,0.0
2026-09-03T21:35:00+12:00,Muriwai 5kW + Batteries,0,298,298,0,,0.0,0.02486,0.02486,0.0
2026-09-03T21:40:00+12:00,Muriwai 5kW + Batteries,0,278,278,0,,0.0,0.02319,0.02319,0.0
2026-09-03T21:45:00+12:00,Muriwai 5kW + Batteries,0,320,320,0,,0.0,0.02668,0.02668,0.0
2026-09-03T21:50:00+12:00,Muriwai 5kW + Batteries,0,327,327,0,,0.0,0.02728,0.02728,0.0
2026-09-03T21:55:00+12:00,Muriwai 5kW + Batteries,0,252,252,0,,0.0,0.02103,0.02103,0.0
2026-09-03T22:00:00+12:00,Muriwai 5kW + Batteries,0,264,264,0,,0.0,0.02204,0.02204,0.0
2026-09-03T22:05:00+12:00,Muriwai 5kW + Batteries,0,252,252,0,,0.0,0.02102,0.02102,0.0
2026-09-03T22:10:00+12:00,Muriwai 5kW + Batteries,0,276,276,0,,0.0,0.02302,0.02302,0.0
2026-09-03T22:15:00+12:00,Muriwai 5kW + Batteries,0,251,251,0,,0.0,0.02088,0.02088,0.0
2026-09-03T22:20:00+12:00,Muriwai 5kW + Batteries,0,209,209,0,,0.0,0.01741,0.01741,0.0
2026-09-03T22:25:00+12:00,Muriwai 5kW + Batteries,0,225,225,0,,0.0,0.01873,0.01873,0.0
2026-09-03T22:30:00+12:00,Muriwai 5kW + Batteries,0,228,228,0,,0.0,0.01904,0.01904,0.0
2026-09-03T22:35:00+12:00,Muriwai 5kW + Batteries,0,228,228,0,,0.0,0.01898,0.01898,0.0
2026-09-03T22:40:00+12:00,Muriwai 5kW + Batteries,0,230,230,0,,0.0,0.0192,0.0192,0.0
2026-09-03T22:45:00+12:00,Muriwai 5kW + Batteries,0,255,255,0,,0.0,0.02122,0.02122,0.0
2026-09-03T22:50:00+12:00,Muriwai 5kW + Batteries,0,198,198,0,,0.0,0.01654,0.01654,0.0
2026-09-03T22:55:00+12:00,Muriwai 5kW + Batteries,0,235,235,0,,0.0,0.01957,0.01957,0.0
2026-09-03T23:00:00+12:00,Muriwai 5kW + Batteries,0,222,222,0,,0.0,0.01854,0.01854,0.0
2026-09-03T23:05:00+12:00,Muriwai 5kW + Batteries,0,228,228,0,,0.0,0.01897,0.01897,0.0
2026-09-03T23:10:00+12:00,Muriwai 5kW + Batteries,0,214,214,0,,0.0,0.01785,0.01785,0.0
2026-09-03T23:15:00+12:00,Muriwai 5kW + Batteries,0,205,205,0,,0.0,0.01708,0.01708,0.0
2026-09-03T23:20:00+12:00,Muriwai 5kW + Batteries,0,213,213,0,,0.0,0.01779,0.01779,0.0
2026-09-03T23:25:00+12:00,Muriwai 5kW + Batteries,0,159,159,0,,0.0,0.01322,0.01322,0.0
2026-09-03T23:30:00+12:00,Muriwai 5kW + Batteries,0,228,228,0,,0.0,0.019,0.019,0.0
2026-09-03T23:35:00+12:00,Muriwai 5kW + Batteries,0,212,212,0,,0.0,0.01767,0.01767,0.0
2026-09-03T23:40:00+12:00,Muriwai 5kW + Batteries,0,206,206,0,,0.0,0.0172,0.0172,0.0
2026-09-03T23:45:00+12:00,Muriwai 5kW + Batteries,0,164,164,0,,0.0,0.01363,0.01363,0.0
2026-09-03T23:50:00+12:00,Muriwai 5kW + Batteries,0,196,196,0,,0.0,0.01637,0.01637,0.0
2026-09-03T23:55:00+12:00,Muriwai 5kW + Batteries,0,160,160,0,,0.0,0.01331,0.01331,0.0
2026-09-04T00:00:00+12:00,Muriwai 5kW + Batteries,0,116,116,0,,0.0,0.00964,0.00964,0.0
2026-09-04T00:05:00+12:00,Muriwai 5kW + Batteries,0,128,128,0,,0.0,0.01063,0.01063,0.0
2026-09-04T00:10:00+12:00,Muriwai 5kW + Batteries,0,150,150,0,,0.0,0.01246,0.01246,0.0
2026-09-04T00:15:00+12:00,Muriwai 5kW + Batteries,0,154,154,0,,0.0,0.01287,0.01287,0.0
2026-09-04T00:20:00+12:00,Muriwai 5kW + Batteries,0,160,160,0,,0.0,0.01334,0.01334,0.0
2026-09-04T00:25:00+12:00,Muriwai 5kW + Batteries,0,113,113,0,,0.0,0.00941,0.00941,0.0
2026-09-04T00:30:00+12:00,Muriwai 5kW + Batteries,0,121,121,0,,0.0,0.01011,0.01011,0.0
2026-09-04T00:35:00+12:00,Muriwai 5kW + Batteries,0,148,148,0,,0.0,0.01232,0.01232,0.0
2026-09-04T00:40:00+12:00,Muriwai 5kW + Batteries,0,128,128,0,,0.0,0.01063,0.01063,0.0
2026-09-04T00:45:00+12:00,Muriwai 5kW + Batteries,0,162,162,0,,0.0,0.01353,0.01353,0.0
2026-09-04T00:50:00+12:00,Muriwai 5kW + Batteries,0,130,130,0,,0.0,0.01083,0.01083,0.0
2026-09-04T00:55:00+12:00,Muriwai 5kW + Batteries,0,151,151,0,,0.0,0.01261,0.01261,0.0
2026-09-04T01:00:00+12:00,Muriwai 5kW + Batteries,0,150,150,0,,0.0,0.01247,0.01247,0.0
2026-09-04T01:05:00+12:00,Muriwai 5kW + Batteries,0,120,120,0,,0.0,0.01004,0.01004,0.0
2026-09-04T01:10:00+12:00,Muriwai 5kW + Batteries,0,142,142,0,,0.0,0.01182,0.01182,0.0
2026-09-04T01:15:00+12:00,Muriwai 5kW + Batteries,0,166,166,0,,0.0,0.01383,0.01383,0.0
2026-09-04T01:20:00+12:00,Muriwai 5kW + Batteries,0,126,126,0,,0.0,0.01051,0.01051,0.0
2026-09-04T01:25:00+12:00,Muriwai 5kW + Batteries,0,150,150,0,,0.0,0.01253,0.01253,0.0
2026-09-04T01:30:00+12:00,Muriwai 5kW + Batteries,0,130,130,0,,0.0,0.0108,0.0108,0.0
2026-09-04T01:35:00+12:00,Muriwai 5kW + Batteries,0,156,156,0,,0.0,0.01297,0.01297,0.0
2026-09-04T01:40:00+12:00,Muriwai 5kW + Batteries,0,116,116,0,,0.0,0.0097,0.0097,0.0
2026-09-04T01:45:00+12:00,Muriwai 5kW + Batteries,0,131,131,0,,0.0,0.01095,0.01095,0.0
2026-09-04T01:50:00+12:00,Muriwai 5kW + Batteries,0,157,157,0,,0.0,0.01308,0.01308,0.0
2026-09-04T01:55:00+12:00,Muriwai 5kW + Batteries,0,156,156,0,,0.0,0.01301,0.01301,0.0
2026-09-04T02:00:00+12:00,Muriwai 5kW + Batteries,0,126,126,0,,0.0,0.0105,0.0105,0.0
2026-09-04T02:05:00+12:00,Muriwai 5kW + Batteries,0,129,129,0,,0.0,0.01079,0.01079,0.0
2026-09-04T02:10:00+12:00,Muriwai 5kW + Batteries,0,124,124,0,,0.0,0.01035,0.01035,0.0
2026-09-04T02:15:00+12:00,Muriwai 5kW + Batteries,0,121,121,0,,0.0,0.01009,0.01009,0.0
2026-09-04T02:20:00+12:00,Muriwai 5kW + Batteries,0,164,164,0,,0.0,0.01364,0.01364,0.0
2026-09-04T02:25:00+12:00,Muriwai 5kW + Batteries,0,117,117,0,,0.0,0.00977,0.00977,0.0
2026-09-04T02:30:00+12:00,Muriwai 5kW + Batteries,0,144,144,0,,0.0,0.01196,0.01196,0.0
2026-09-04T02:35:00+12:00,Muriwai 5kW + Batteries,0,148,148,0,,0.0,0.01236,0.01236,0.0
2026-09-04T02:40:00+12:00,Muriwai 5kW + Batteries,0,147,147,0,,0.0,0.01221,0.01221,0.0
2026-09-04T02:45:00+12:00,Muriwai 5kW + Batteries,0,133,133,0,,0.0,0.01112,0.01112,0.0
2026-09-04T02:50:00+12:00,Muriwai 5kW + Batteries,0,115,115,0,,0.0,0.0096,0.0096,0.0
2026-09-04T02:55:00+12:00,Muriwai 5kW + Batteries,0,110,110,0,,0.0,0.00914,0.00914,0.0
2026-09-04T03:00:00+12:00,Muriwai 5kW + Batteries,0,164,164,0,,0.0,0.01364,0.01364,0.0
2026-09-04T03:05:00+12:00,Muriwai 5kW + Batteries,0,164,164,0,,0.0,0.01367,0.01367,0.0
2026-09-04T03:10:00+12:00,Muriwai 5kW + Batteries,0,138,138,0,,0.0,0.01146,0.01146,0.0
2026-09-04T03:15:00+12:00,Muriwai 5kW + Batteries,0,166,166,0,,0.0,0.01383,0.01383,0.0
2026-09-04T03:20:00+12:00,Muriwai 5kW + Batteries,0,147,147,0,,0.0,0.01229,0.01229,0.0
2026-09-04T03:25:00+12:00,Muriwai 5kW + Batteries,0,115,115,0,,0.0,0.0096,0.0096,0.0
2026-09-04T03:30:00+12:00,Muriwai 5kW + Batteries,0,141,141,0,,0.0,0.01179,0.01179,0.0
2026-09-04T03:35:00+12:00,Muriwai 5kW + Batteries,0,165,165,0,,0.0,0.01376,0.01376,0.0
2026-09-04T03:40:00+12:00,Muriwai 5kW + Batteries,0,121,121,0,,0.0,0.01008,0.01008,0.0
2026-09-04T03:45:00+12:00,Muriwai 5kW + Batteries,0,121,121,0,,0.0,0.01012,0.01012,0.0
2026-09-04T03:50:00+12:00,Muriwai 5kW + Batteries,0,170,170,0,,0.0,0.01415,0.01415,0.0
2026-09-04T03:55:00+12:00,Muriwai 5kW + Batteries,0,141,141,0,,0.0,0.01176,0.01176,0.0
2026-09-04T04:00:00+12:00,Muriwai 5kW + Batteries,0,169,169,0,,0.0,0.01408,0.01408,0.0
2026-09-04T04:05:00+12:00,Muriwai 5kW + Batteries,0,165,165,0,,0.0,0.01373,0.01373,0.0
2026-09-04T04:10:00+12:00,Muriwai 5kW + Batteries,0,148,148,0,,0.0,0.01231,0.01231,0.0
2026-09-04T04:15:00+12:00,Muriwai 5kW + Batteries,0,173,173,0,,0.0,0.01442,0.01442,0.0
2026-09-04T04:20:00+12:00,Muriwai 5kW + Batteries,0,175,175,0,,0.0,0.01456,0.01456,0.0
2026-09-04T04:25:00+12:00,Muriwai 5kW + Batteries,0,147,147,0,,0.0,0.01229,0.01229,0.0
2026-09-04T04:30:00+12:00,Muriwai 5kW + Batteries,0,170,170,0,,0.0,0.01417,0.01417,0.0
2026-09-04T04:35:00+12:00,Muriwai 5kW + Batteries,0,134,134,0,,0.0,0.01115,0.01115,0.0
2026-09-04T04:40:00+12:00,Muriwai 5kW + Batteries,0,134,134,0,,0.0,0.0112,0.0112,0.0
2026-09-04T04:45:00+12:00,Muriwai 5kW + Batteries,0,143,143,0,,0.0,0.01189,0.01189,0.0
2026-09-04T04:50:00+12:00,Muriwai 5kW + Batteries,0,174,174,0,,0.0,0.01448,0.01448,0.0
2026-09-04T04:55:00+12:00,Muriwai 5kW + Batteries,0,168,168,0,,0.0,0.01396,0.01396,0.0
2026-09-04T05:00:00+12:00,Muriwai 5kW + Batteries,0,149,149,0,,0.0,0.01238,0.01238,0.0
2026-09-04T05:05:00+12:00,Muriwai 5kW + Batteries,0,195,195,0,,0.0,0.01626,0.01626,0.0
2026-09-04T05:10:00+12:00,Muriwai 5kW + Batteries,0,178,178,0,,0.0,0.01482,0.01482,0.0
2026-09-04T05:15:00+12:00,Muriwai 5kW + Batteries,0,192,192,0,,0.0,0.01602,0.01602,0.0
2026-09-04T05:20:00+12:00,Muriwai 5kW + Batteries,0,167,167,0,,0.0,0.01395,0.01395,0.0
2026-09-04T05:25:00+12:00,Muriwai 5kW + Batteries,0,180,180,0,,0.0,0.01502,0.01502,0.0
2026-09-04T05:30:00+12:00,Muriwai 5kW + Batteries,0,187,187,0,,0.0,0.01555,0.01555,0.0
2026-09-04T05:35:00+12:00,Muriwai 5kW + Batteries,0,236,236,0,,0.0,0.01967,0.01967,0.0
2026-09-04T05:40:00+12:00,Muriwai 5kW + Batteries,0,231,231,0,,0.0,0.01923,0.01923,0.0
2026-09-04T05:45:00+12:00,Muriwai 5kW + Batteries,0,235,235,0,,0.0,0.01962,0.01962,0.0
2026-09-04T05:50:00+12:00,Muriwai 5kW + Batteries,0,210,210,0,,0.0,0.0175,0.0175,0.0
2026-09-04T05:55:00+12:00,Muriwai 5kW + Batteries,0,234,234,0,,0.0,0.01949,0.01949,0.0
2026-09-04T06:00:00+12:00,Muriwai 5kW + Batteries,0,255,255,0,,0.0,0.02127,0.02127,0.0
2026-09-04T06:05:00+12:00,Muriwai 5kW + Batteries,12,277,265,0,,0.00104,0.02311,0.02206,0.0
2026-09-04T06:10:00+12:00,Muriwai 5kW + Batteries,29,254,225,0,,0.0024,0.02114,0.01874,0.0
2026-09-04T06:15:00+12:00,Muriwai 5kW + Batteries,52,275,222,0,,0.00436,0.02289,0.01852,0.0
2026-09-04T06:20:00+12:00,Muriwai 5kW + Batteries,73,281,207,0,,0.00612,0.02341,0.01729,0.0
2026-09-04T06:25:00+12:00,Muriwai 5kW + Batteries,93,288,195,0,,0.00771,0.02398,0.01627,0.0
2026-09-04T06:30:00+12:00,Muriwai 5kW + Batteries,126,325,198,0,,0.01052,0.02706,0.01654,0.0
2026-09-04T06:35:00+12:00,Muriwai 5kW + Batteries,148,332,184,0,,0.01234,0.02764,0.0153,0.0
2026-09-04T06:40:00+12:00,Muriwai 5kW + Batteries,177,341,164,0,,0.01476,0.02841,0.01365,0.0
2026-09-04T06:45:00+12:00,Muriwai 5kW + Batteries,211,332,121,0,,0.01758,0.02764,0.01006,0.0
2026-09-04T06:50:00+12:00,Muriwai 5kW + Batteries,230,372,142,0,,0.01915,0.03098,0.01183,0.0
2026-09-04T06:55:00+12:00,Muriwai 5kW + Batteries,280,341,61,0,,0.02332,0.02838,0.00507,0.0
2026-09-04T07:00:00+12:00,Muriwai 5kW + Batteries,297,384,87,0,,0.02479,0.032,0.00722,0.0
2026-09-04T07:05:00+12:00,Muriwai 5kW + Batteries,315,382,67,0,,0.02623,0.03185,0.00562,0.0
2026-09-04T07:10:00+12:00,Muriwai 5kW + Batteries,345,387,41,0,,0.02876,0.03221,0.00344,0.0
2026-09-04T07:15:00+12:00,Muriwai 5kW + Batteries,398,392,0,6,,0.03316,0.03268,0.0,0.00048
2026-09-04T07:20:00+12:00,Muriwai 5kW + Batteries,413,381,0,32,,0.03444,0.03174,0.0,0.0027
2026-09-04T07:25:00+12:00,Muriwai 5kW + Batteries,467,370,0,96,,0.0389,0.03086,0.0,0.00803
2026-09-04T07:30:00+12:00,Muriwai 5kW + Batteries,483,398,0,84,,0.04021,0.03318,0.0,0.00703
2026-09-04T07:35:00+12:00,Muriwai 5kW + Batteries,509,393,0,115,,0.0424,0.03278,0.0,0.00962
2026-09-04T07:40:00+12:00,Muriwai 5kW + Batteries,591,388,0,203,,0.04928,0.03235,0.0,0.01694
2026-09-04T07:45:00+12:00,Muriwai 5kW + Batteries,607,385,0,221,,0.05056,0.03211,0.0,0.01844
2026-09-04T07:50:00+12:00,Muriwai 5kW + Batteries,607,381,0,226,,0.05061,0.03179,0.0,0.01882
2026-09-04T07:55:00+12:00,Muriwai 5kW + Batteries,702,391,0,311,,0.05851,0.03262,0.0,0.02589
2026-09-04T08:00:00+12:00,Muriwai 5kW + Batteries,704,391,0,314,,0.05869,0.03255,0.0,0.02614
2026-09-04T08:05:00+12:00,Muriwai 5kW + Batteries,771,369,0,402,,0.06427,0.03079,0.0,0.03348
2026-09-04T08:10:00+12:00,Muriwai 5kW + Batteries,742,348,0,395,,0.06187,0.02899,0.0,0.03288
2026-09-04T08:15:00+12:00,Muriwai 5kW + Batteries,778,377,0,402,,0.06487,0.03141,0.0,0.03346
2026-09-04T08:20:00+12:00,Muriwai 5kW + Batteries,902,314,0,589,,0.07519,0.02613,0.0,0.04905
2026-09-04T08:25:00+12:00,Muriwai 5kW + Batteries,940,302,0,639,,0.07834,0.02513,0.0,0.05321
2026-09-04T08:30:00+12:00,Muriwai 5kW + Batteries,919,334,0,585,,0.07662,0.02785,0.0,0.04877
2026-09-04T08:35:00+12:00,Muriwai 5kW + Batteries,996,336,0,660,,0.08303,0.02799,0.0,0.05504
2026-09-04T08:40:00+12:00,Muriwai 5kW + Batteries,1019,293,0,726,,0.0849,0.02439,0.0,0.06051
2026-09-04T08:45:00+12:00,Muriwai 5kW + Batteries,1098,280,0,819,,0.09152,0.02331,0.0,0.06821
2026-09-04T08:50:00+12:00,Muriwai 5kW + Batteries,1120,300,0,820,,0.09333,0.02497,0.0,0.06836
2026-09-04T08:55:00+12:00,Muriwai 5kW + Batteries,1091,276,0,815,,0.09092,0.023,0.0,0.06791
2026-09-04T09:00:00+12:00,Muriwai 5kW + Batteries,1165,257,0,907,,0.09706,0.02145,0.0,0.07561
2026-09-04T09:05:00+12:00,Muriwai 5kW + Batteries,1199,236,0,963,,0.09991,0.01969,0.0,0.08022
2026-09-04T09:10:00+12:00,Muriwai 5kW + Batteries,1165,238,0,927,,0.09707,0.01981,0.0,0.07726
2026-09-04T09:15:00+12:00,Muriwai 5kW + Batteries,1250,240,0,1010,,0.10416,0.01998,0.0,0.08419
2026-09-04T09:20:00+12:00,Muriwai 5kW + Batteries,1237,189,0,1048,,0.10306,0.01574,0.0,0.08733
2026-09-04T09:25:00+12:00,Muriwai 5kW + Batteries,1237,198,0,1040,,0.10312,0.01649,0.0,0.08664
2026-09-04T09:30:00+12:00,Muriwai 5kW + Batteries,1374,205,0,1169,,0.11447,0.01705,0.0,0.09742
2026-09-04T09:35:00+12:00,Muriwai 5kW + Batteries,1383,214,0,1170,,0.11528,0.01781,0.0,0.09747
2026-09-04T09:40:00+12:00,Muriwai 5kW + Batteries,1367,179,0,1188,,0.11395,0.01495,0.0,0.099
2026-09-04T09:45:00+12:00,Muriwai 5kW + Batteries,1403,208,0,1195,,0.11691,0.01732,0.0,0.09959
2026-09-04T09:50:00+12:00,Muriwai 5kW + Batteries,1512,154,0,1358,,0.12604,0.01286,0.0,0.11318
2026-09-04T09:55:00+12:00,Muriwai 5kW + Batteries,1559,167,0,1392,,0.12993,0.01394,0.0,0.11599
2026-09-04T10:00:00+12:00,Muriwai 5kW + Batteries,1582,190,0,1392,,0.13185,0.01582,0.0,0.11603
2026-09-04T10:05:00+12:00,Muriwai 5kW + Batteries,1472,146,0,1326,,0.12266,0.0122,0.0,0.11046
2026-09-04T10:10:00+12:00,Muriwai 5kW + Batteries,1515,133,0,1383,,0.12628,0.01107,0.0,0.11521
2026-09-04T10:15:00+12:00,Muriwai 5kW + Batteries,1639,169,0,1470,,0.13657,0.01406,0.0,0.12251
2026-09-04T10:20:00+12:00,Muriwai 5kW + Batteries,1558,168,0,1390,,0.12985,0.01401,0.0,0.11584
2026-09-04T10:25:00+12:00,Muriwai 5kW + Batteries,1655,136,0,1519,,0.1379,0.01135,0.0,0.12655
2026-09-04T10:30:00+12:00,Muriwai 5kW + Batteries,1643,171,0,1472,,0.13692,0.01424,0.0,0.12269
